PMID,PMCID,DOI,Title,Authors,Year,Journal,Volume,Issue,Pages,Abstract
34318654,PMC8610427,10.33594/000000397,The Amyloid Precursor Protein C99 Fragment Modulates Voltage-Gated Potassium Channels.,"Manville RW, Abbott GW",2021,Cell Physiol Biochem,55,S3,157-170,"BACKGROUND/AIMS: The Amyloid Precursor Protein (APP) is involved in the regulation of multiple cellular functions via protein-protein interactions and has been most studied with respect to Alzheimer's disease (AD). Abnormal processing of the single transmembrane-spanning C99 fragment of APP contributes to the formation of amyloid plaques, which are causally related to AD. Pathological C99 accumulation is thought to associate with early cognitive defects in AD. Here, unexpectedly, sequence analysis revealed that C99 exhibits 24% sequence identity with the KCNE1 voltage-gated potassium (Kv) channel β subunit, comparable to the identity between KCNE1 and KCNE2-5 (21-30%). This suggested the possibility of C99 regulating Kv channels.
METHODS: We quantified the effects of C99 on Kv channel function, using electrophysiological analysis of subunits expressed in Xenopus laevis oocytes, biochemical and immunofluorescence techniques.
RESULTS: C99 isoform-selectively inhibited (by 30-80%) activity of a range of Kv channels. Among the KCNQ (Kv7) family, C99 isoform-selectively inhibited, shifted the voltage dependence and/or slowed activation of KCNQ2, KCNQ3, KCNQ2/3 and KCNQ5, with no effects on KCNQ1, KCNQ1-KCNE1 or KCNQ4. C99/APP co-localized with KCNQ2 and KCNQ3 in adult rat sciatic nerve nodes of Ranvier. Both C99 and full-length APP co-immunoprecipitated with KCNQ2 in vitro, yet unlike C99, APP only weakly affected KCNQ2/3 activity. Finally, C99 altered the effects on KCNQ2/3 function of inhibitors tetraethylammounium and XE991, but not openers retigabine and ICA27243.
CONCLUSION: Our findings raise the possibility of C99 accumulation early in AD altering cellular excitability by modulating Kv channel activity."
30407695,PMC6317940,10.1111/cas.13864,Podocalyxin-like protein promotes gastric cancer progression through interacting with RUN and FYVE domain containing 1 protein.,"Zhi Q, Chen H, Liu F, Han Y, Wan D, Xu Z, Kuang Y, Zhou J",2019,Cancer Sci,110,1,118-134,"Podocalyxin-like protein (PODXL), a transmembrane glycoprotein with anti-adhesive properties, is associated with an aggressive tumor phenotype and poor prognosis of several cancers. To elucidate the biological significance of PODXL and its molecular mechanism in gastric cancer (GC), we investigated the expression of PODXL in GC samples and assessed its effects on biological behaviors and the related signaling pathways in vitro and in vivo. Moreover, the possible and closely interacted partners of PODXL were identified. Our data showed that the protein or mRNA level of PODXL was significantly upregulated in tissues or serum of GC patients compared with normal-appearing tissues (NAT) or those of healthy volunteers. Overall survival (OS) curves showed that patients with high PODXL levels in tissues or serum had a worse 5-year OS. In vitro, restoring PODXL expression promoted tumor progression by increasing cell proliferation, colony formation, wound healing, migration and invasion, as well as suppressing the apoptosis. Furthermore, the PI3K/AKT, NF-κB and MAPK/ERK signaling pathways were activated. There was a significant positive correlation between PODXL and RUN and FYVE domain containing 1 (RUFY1) expression in tissues or serum. Subsequent mass spectrometry analysis, co-immunoprecipitation assays and western blot analysis identified PODXL/RUFY1 complexes in GC cells, and silencing RUFY1 expression in GC cells significantly attenuated PODXL-induced phenotypes and their underlying signaling pathways. Our results suggested that PODXL promoted GC progression via a RUFY1-dependent signaling mechanism. New GC therapeutic opportunities through PODXL and targeting the PODXL/RUFY1 complex might improve cancer therapy."
22977175,PMC3510486,10.1093/nar/gks883,The structural basis for the interaction between the CAF1 nuclease and the NOT1 scaffold of the human CCR4-NOT deadenylase complex.,"Petit AP, Wohlbold L, Bawankar P, Huntzinger E, Schmidt S, Izaurralde E, Weichenrieder O",2012,Nucleic Acids Res,40,21,11058-72,"The CCR4-NOT complex plays a crucial role in post-transcriptional mRNA regulation in eukaryotic cells. It catalyzes the removal of mRNA poly(A) tails, thereby repressing translation and committing mRNAs to decay. The conserved core of the complex consists of a catalytic module comprising two deadenylases (CAF1/POP2 and CCR4a/b) and the NOT module, which contains at least NOT1, NOT2 and NOT3. NOT1 bridges the interaction between the two modules and therefore, acts as a scaffold protein for the assembly of the complex. Here, we present the crystal structures of the CAF1-binding domain of human NOT1 alone and in complex with CAF1. The NOT1 domain comprises five helical hairpins that adopt an MIF4G (middle portion of eIF4G) fold. This NOT1 MIF4G domain binds CAF1 through a pre-formed interface and leaves the CAF1 catalytic site fully accessible to RNA substrates. The conservation of critical structural and interface residues suggests that the NOT1 MIF4G domain adopts a similar fold and interacts with CAF1 in a similar manner in all eukaryotes. Our findings shed light on the assembly of the CCR4-NOT complex and provide the basis for dissecting the role of the NOT module in mRNA deadenylation."
29072299,PMC5743442,10.1038/nature24283,Reversing SKI-SMAD4-mediated suppression is essential for T<sub>H</sub>17 cell differentiation.,"Zhang S, Takaku M, Zou L, Gu AD, Chou WC, Zhang G, Wu B, Kong Q, Thomas SY, Serody JS, Chen X, Xu X, Wade PA, Cook DN, Ting JPY, Wan YY",2017,Nature,551,7678,105-109,"T helper 17 (T<sub>H</sub>17) cells are critically involved in host defence, inflammation, and autoimmunity. Transforming growth factor β (TGFβ) is instrumental in T<sub>H</sub>17 cell differentiation by cooperating with interleukin-6 (refs 6, 7). Yet, the mechanism by which TGFβ enables T<sub>H</sub>17 cell differentiation remains elusive. Here we reveal that TGFβ enables T<sub>H</sub>17 cell differentiation by reversing SKI-SMAD4-mediated suppression of the expression of the retinoic acid receptor (RAR)-related orphan receptor γt (RORγt). We found that, unlike wild-type T cells, SMAD4-deficient T cells differentiate into T<sub>H</sub>17 cells in the absence of TGFβ signalling in a RORγt-dependent manner. Ectopic SMAD4 expression suppresses RORγt expression and T<sub>H</sub>17 cell differentiation of SMAD4-deficient T cells. However, TGFβ neutralizes SMAD4-mediated suppression without affecting SMAD4 binding to the Rorc locus. Proteomic analysis revealed that SMAD4 interacts with SKI, a transcriptional repressor that is degraded upon TGFβ stimulation. SKI controls histone acetylation and deacetylation of the Rorc locus and T<sub>H</sub>17 cell differentiation via SMAD4: ectopic SKI expression inhibits H3K9 acetylation of the Rorc locus, Rorc expression, and T<sub>H</sub>17 cell differentiation in a SMAD4-dependent manner. Therefore, TGFβ-induced disruption of SKI reverses SKI-SMAD4-mediated suppression of RORγt to enable T<sub>H</sub>17 cell differentiation. This study reveals a critical mechanism by which TGFβ controls T<sub>H</sub>17 cell differentiation and uncovers the SKI-SMAD4 axis as a potential therapeutic target for treating T<sub>H</sub>17-related diseases."
19498465,PMC2693879,10.1038/embor.2009.88,Selective class II HDAC inhibitors impair myogenesis by modulating the stability and activity of HDAC-MEF2 complexes.,"Nebbioso A, Manzo F, Miceli M, Conte M, Manente L, Baldi A, De Luca A, Rotili D, Valente S, Mai A, Usiello A, Gronemeyer H, Altucci L",2009,EMBO Rep,10,7,776-82,"Histone deacetylase (HDAC) inhibitors are promising new epi-drugs, but the presence of both class I and class II enzymes in HDAC complexes precludes a detailed elucidation of the individual HDAC functions. By using the class II-specific HDAC inhibitor MC1568, we separated class I- and class II-dependent effects and defined the roles of class II enzymes in muscle differentiation in cultured cells and in vivo. MC1568 arrests myogenesis by (i) decreasing myocyte enhancer factor 2D (MEF2D) expression, (ii) by stabilizing the HDAC4-HDAC3-MEF2D complex, and (iii) paradoxically, by inhibiting differentiation-induced MEF2D acetylation. In vivo MC1568 shows an apparent tissue-selective HDAC inhibition. In skeletal muscle and heart, MC1568 inhibits the activity of HDAC4 and HDAC5 without affecting HDAC3 activity, thereby leaving MEF2-HDAC complexes in a repressed state. Our results suggest that HDAC class II-selective inhibitors might have a therapeutic potential for the treatment of muscle and heart diseases."
20021644,PMC2811118,10.1186/1471-2180-9-266,"YsxC, an essential protein in Staphylococcus aureus crucial for ribosome assembly/stability.","Cooper EL, García-Lara J, Foster SJ",2009,BMC Microbiol,9,,266,"BACKGROUND: Bacterial growth and division requires a core set of essential proteins, several of which are still of unknown function. They are also attractive targets for the development of new antibiotics. YsxC is a member of a family of GTPases highly conserved across eubacteria with a possible ribosome associated function.
RESULTS: Here, we demonstrate by the creation of a conditional lethal mutant that ysxC is apparently essential for growth in S. aureus. To begin to elucidate YsxC function, a translational fusion of YsxC to the CBP-ProteinA tag in the staphylococcal chromosome was made, enabling Tandem Affinity Purification (TAP) of YsxC-interacting partners. These included the ribosomal proteins S2, S10 and L17, as well as the beta' subunit of the RNA polymerase. YsxC was then shown to copurify with ribosomes as an accessory protein specifically localizing to the 50 S subunit. YsxC depletion led to a decrease in the presence of mature ribosomes, indicating a role in ribosome assembly and/or stability in S. aureus.
CONCLUSIONS: In this study we demonstrate that YsxC of S. aureus localizes to the ribosomes, is crucial for ribosomal stability and is apparently essential for the life of S. aureus."
19386136,PMC2686732,10.1186/1471-2091-10-11,Both Ca2+ and Zn2+ are essential for S100A12 protein oligomerization and function.,"Moroz OV, Burkitt W, Wittkowski H, He W, Ianoul A, Novitskaya V, Xie J, Polyakova O, Lednev IK, Shekhtman A, Derrick PJ, Bjoerk P, Foell D, Bronstein IB",2009,BMC Biochem,10,,11,"BACKGROUND: Human S100A12 is a member of the S100 family of EF-hand calcium-modulated proteins that are associated with many diseases including cancer, chronic inflammation and neurological disorders. S100A12 is an important factor in host/parasite defenses and in the inflammatory response. Like several other S100 proteins, it binds zinc and copper in addition to calcium. Mechanisms of zinc regulation have been proposed for a number of S100 proteins e.g. S100B, S100A2, S100A7, S100A8/9. The interaction of S100 proteins with their targets is strongly dependent on cellular microenvironment.
RESULTS: The aim of the study was to explore the factors that influence S100A12 oligomerization and target interaction. A comprehensive series of biochemical and biophysical experiments indicated that changes in the concentration of calcium and zinc led to changes in the oligomeric state of S100A12. Surface plasmon resonance confirmed that the presence of both calcium and zinc is essential for the interaction of S100A12 with one of its extracellular targets, RAGE--the Receptor for Advanced Glycation End products. By using a single-molecule approach we have shown that the presence of zinc in tissue culture medium favors both the oligomerization of exogenous S100A12 protein and its interaction with targets on the cell surface.
CONCLUSION: We have shown that oligomerization and target recognition by S100A12 is regulated by both zinc and calcium. Our present work highlighted the potential role of calcium-binding S100 proteins in zinc metabolism and, in particular, the role of S100A12 in the cross talk between zinc and calcium in cell signaling."
23976881,PMC3747992,10.1371/journal.pbio.1001635,The HILDA complex coordinates a conditional switch in the 3'-untranslated region of the VEGFA mRNA.,"Yao P, Potdar AA, Ray PS, Eswarappa SM, Flagg AC, Willard B, Fox PL",2013,PLoS Biol,11,8,e1001635,"Cell regulatory circuits integrate diverse, and sometimes conflicting, environmental cues to generate appropriate, condition-dependent responses. Here, we elucidate the components and mechanisms driving a protein-directed RNA switch in the 3'UTR of vascular endothelial growth factor (VEGF)-A. We describe a novel HILDA (hypoxia-inducible hnRNP L-DRBP76-hnRNP A2/B1) complex that coordinates a three-element RNA switch, enabling VEGFA mRNA translation during combined hypoxia and inflammation. In addition to binding the CA-rich element (CARE), heterogeneous nuclear ribonucleoprotein (hnRNP) L regulates switch assembly and function. hnRNP L undergoes two previously unrecognized, condition-dependent posttranslational modifications: IFN-γ induces prolyl hydroxylation and von Hippel-Lindau (VHL)-mediated proteasomal degradation, whereas hypoxia stimulates hnRNP L phosphorylation at Tyr(359), inducing binding to hnRNP A2/B1, which stabilizes the protein. Also, phospho-hnRNP L recruits DRBP76 (double-stranded RNA binding protein 76) to the 3'UTR, where it binds an adjacent AU-rich stem-loop (AUSL) element, ""flipping"" the RNA switch by disrupting the GAIT (interferon-gamma-activated inhibitor of translation) element, preventing GAIT complex binding, and driving robust VEGFA mRNA translation. The signal-dependent, HILDA complex coordinates the function of a trio of neighboring RNA elements, thereby regulating translation of VEGFA and potentially other mRNA targets. The VEGFA RNA switch might function to ensure appropriate angiogenesis and tissue oxygenation during conflicting signals from combined inflammation and hypoxia. We propose the VEGFA RNA switch as an archetype for signal-activated, protein-directed, multi-element RNA switches that regulate posttranscriptional gene expression in complex environments."
31738148,PMC7366005,10.2174/2211536608666191026120515,MiR-181a Reduces Platelet Activation via the Inhibition of Endogenous RAP1B.,"Dahiya N, Atreya CD",2020,Microrna,9,3,240-246,"AIM: Since RAP1B is critical for platelet functions, including hemostasis, this study was conducted to identify RAP1B regulating microRNAs (miRNAs) in ex vivo stored platelets.
BACKGROUND: Previous studies with platelets identified factors affecting RAP1B activity but regulatory miRNAs that affect RAP1B protein expression have not been reported.
OBJECTIVE: To understand the functional significance of miRNA mediated regulation of RAP1B in stored platelets, using microRNA, miR-181a as an example.
METHODS: A Tagged RNA Affinity approach (MS2-TRAP) was employed to identify miRNAs that bound to the 3` untranslated region (3`UTR) of the RAP1B mRNA in HeLa cells as an assay system. And subsequently, the mRNA 3'UTR:miRNA interactions were verified in platelets through the ectopic expression of miR-181a mimic and appropriate controls. The interaction of such miRNAs with RAP1B mRNA was also validated by qRT-PCR and Western analysis.
RESULTS: Sixty-two miRNAs from MS2 assay were then compared with already known 171 platelet abundant miRNAs to identify a common set of miRNAs. This analysis yielded six miRNAs (miR- 30e, miR-155, miR-181a, miR-206, miR-208a and miR-454), which are also predicted to target RAP1B mRNA. From this pool, miR-181a was selected for further study since RAP1B harbors two binding sites for miR-181a in its 3'UTR. Ectopic expression of miR-181a mimic in platelets resulted in lowering the endogenous RAP1B at both mRNA and protein levels. Further, miR-181a ectopic expression reduced the surface expression of the platelet activation marker, P-selectin.
CONCLUSION: MicroRNA-181a can target RAP1B and this interaction has the potential to regulate platelet activation during storage."
38096902,PMC10830420,10.1038/s41586-023-06947-z,"Structures, functions and adaptations of the human LINE-1 ORF2 protein.","Baldwin ET, van Eeuwen T, Hoyos D, Zalevsky A, Tchesnokov EP, Sánchez R, Miller BD, Di Stefano LH, Ruiz FX, Hancock M, Işik E, Mendez-Dorantes C, Walpole T, Nichols C, Wan P, Riento K, Halls-Kass R, Augustin M, Lammens A, Jestel A, Upla P, Xibinaku K, Congreve S, Hennink M, Rogala KB, Schneider AM, Fairman JE, Christensen SM, Desrosiers B, Bisacchi GS, Saunders OL, Hafeez N, Miao W, Kapeller R, Zaller DM, Sali A, Weichenrieder O, Burns KH, Götte M, Rout MP, Arnold E, Greenbaum BD, Romero DL, LaCava J, Taylor MS",2024,Nature,626,7997,194-206,"The LINE-1 (L1) retrotransposon is an ancient genetic parasite that has written around one-third of the human genome through a 'copy and paste' mechanism catalysed by its multifunctional enzyme, open reading frame 2 protein (ORF2p)1. ORF2p reverse transcriptase (RT) and endonuclease activities have been implicated in the pathophysiology of cancer2,3, autoimmunity4,5 and ageing6,7, making ORF2p a potential therapeutic target. However, a lack of structural and mechanistic knowledge has hampered efforts to rationally exploit it. We report structures of the human ORF2p 'core' (residues 238-1061, including the RT domain) by X-ray crystallography and cryo-electron microscopy in several conformational states. Our analyses identified two previously undescribed folded domains, extensive contacts to RNA templates and associated adaptations that contribute to unique aspects of the L1 replication cycle. Computed integrative structural models of full-length ORF2p show a dynamic closed-ring conformation that appears to open during retrotransposition. We characterize ORF2p RT inhibition and reveal its underlying structural basis. Imaging and biochemistry show that non-canonical cytosolic ORF2p RT activity can produce RNA:DNA hybrids, activating innate immune signalling through cGAS/STING and resulting in interferon production6-8. In contrast to retroviral RTs, L1 RT is efficiently primed by short RNAs and hairpins, which probably explains cytosolic priming. Other biochemical activities including processivity, DNA-directed polymerization, non-templated base addition and template switching together allow us to propose a revised L1 insertion model. Finally, our evolutionary analysis demonstrates structural conservation between ORF2p and other RNA- and DNA-dependent polymerases. We therefore provide key mechanistic insights into L1 polymerization and insertion, shed light on the evolutionary history of L1 and enable rational drug development targeting L1."
40408535,PMC12140422,10.1371/journal.pgen.1011709,Maximal inhibitory effect of MOV10 on LINE-1 retrotransposition requires both the MOV10/LINE-1 association and granule formation.,"Liu Q, Liu Y, Mao Y, Yi D, Li Q, Ding J, Guo S, Zhang Y, Wang J, Zhao J, Ma L, Peng X, Cen S, Li X",2025,PLoS Genet,21,5,e1011709,"LINE-1 is the only active autonomous mobile element in the human, and its mobilization is tightly restricted by the host to maintain genetic stability. We recently reported that human MOV10 recruits DCP2 to decap LINE-1 RNA by liquid-liquid phase separation (LLPS), resulting in the inhibition of LINE-1 retrotransposition, while the detailed mechanism still awaits further exploration. In this report, we found that the extended motif II (563-675aa) and the C-terminal domain (907-1003aa) of MOV10 cooperated to achieve maximal inhibition on LINE-1 retrotransposition. The extended motif II involves the interaction between MOV10 and LINE-1, and the C-terminal domain is required for MOV10's association with G3BP1 and thereby the formation of granules. The association with LINE-1 through the extended motif II is dominantly attributed to MOV10-mediated anti-LINE-1 activity. On this basis, promoting large granules formation by the C-terminal domain warrants maximal inhibition of LINE-1 replication by MOV10. These data together shed light on the detailed mechanism underlying MOV10-mediated inhibition of LINE-1 retrotransposition, and provide further evidence supporting the important role of MOV10-driven granules in the anti-LINE-1 action."
19494831,PMC2693881,10.1038/emboj.2009.147,Molecular recognition of histone lysine methylation by the Polycomb group repressor dSfmbt.,"Grimm C, Matos R, Ly-Hartig N, Steuerwald U, Lindner D, Rybin V, Müller J, Müller CW",2009,EMBO J,28,13,1965-77,"Polycomb group (PcG) proteins repress transcription by modifying chromatin structure in target genes. dSfmbt is a subunit of the Drosophila melanogaster PcG protein complex PhoRC and contains four malignant brain tumour (MBT) repeats involved in the recognition of various mono- and dimethylated histone peptides. Here, we present the crystal structure of the four-MBT-repeat domain of dSfmbt in complex with a mono-methylated histone H4 peptide. Only a single histone peptide binds to the four-MBT-repeat domain. Mutational analyses show high-affinity binding with low peptide sequence selectivity through combinatorial interaction of the methyl-lysine with an aromatic cage and positively charged flanking residues with the surrounding negatively charged surface of the fourth MBT repeat. dSfmbt directly interacts with the PcG protein Scm, a related MBT-repeat protein with similar methyl-lysine binding activity. dSfmbt and Scm co-occupy Polycomb response elements of target genes in Drosophila and they strongly synergize in the repression of these target genes, suggesting that the combined action of these two MBT proteins is crucial for Polycomb silencing."
23253866,PMC3599479,10.1111/febs.12097,Tetrameric structure of SUR2B revealed by electron microscopy of oriented single particles.,"Fotinou C, Aittoniemi J, de Wet H, Polidori A, Pucci B, Sansom MS, Vénien-Bryan C, Ashcroft FM",2013,FEBS J,280,4,1051-63,"The ATP-sensitive potassium (K(ATP)) channel is a hetero-octameric complex that links cell metabolism to membrane electrical activity in many cells, thereby controlling physiological functions such as insulin release, muscle contraction and neuronal activity. It consists of four pore-forming Kir6.2 and four regulatory sulfonylurea receptor (SUR) subunits. SUR2B serves as the regulatory subunit in smooth muscle and some neurones. An integrative approach, combining electron microscopy and homology modelling, has been used to obtain information on the structure of this large (megadalton) membrane protein complex. Single-particle electron microscopy of purified SUR2B tethered to a lipid monolayer revealed that it assembles as a tetramer of four SUR2B subunits surrounding a central hole. In the absence of an X-ray structure, a homology model for SUR2B based on the X-ray structure of the related ABC transporter Sav1866 was used to fit the experimental images. The model indicates that the central hole can readily accommodate the transmembrane domains of the Kir tetramer, suggests a location for the first transmembrane domains of SUR2B (which are absent in Sav1866) and suggests the relative orientation of the SUR and Kir6.2 subunits."
30085096,PMC6144823,10.1093/nar/gky688,HIV-1 Vpr and p21 restrict LINE-1 mobility.,"Kawano K, Doucet AJ, Ueno M, Kariya R, An W, Marzetta F, Kuroki M, Turelli P, Sukegawa S, Okada S, Strebel K, Trono D, Ariumi Y",2018,Nucleic Acids Res,46,16,8454-8470,"Long interspersed element-1 (LINE-1, L1) composes ∼17% of the human genome. However, genetic interactions between L1 and human immunodeficiency virus type 1 (HIV-1) remain poorly understood. In this study, we found that HIV-1 suppresses L1 retrotransposition. Notably, HIV-1 Vpr strongly inhibited retrotransposition without inhibiting L1 promoter activity. Since Vpr is known to regulate host cell cycle, we examined the possibility whether Vpr suppresses L1 retrotransposition in a cell cycle dependent manner. We showed that the inhibitory effect of a mutant Vpr (H71R), which is unable to arrest the cell cycle, was significantly relieved compared with that of wild-type Vpr, suggesting that Vpr suppresses L1 mobility in a cell cycle dependent manner. Furthermore, a host cell cycle regulator p21Waf1 strongly suppressed L1 retrotransposition. The N-terminal kinase inhibitory domain (KID) of p21 was required for this inhibitory effect. Another KID-containing host cell cycle regulator p27Kip1 also strongly suppressed L1 retrotransposition. We showed that Vpr and p21 coimmunoprecipitated with L1 ORF2p and they suppressed the L1 reverse transcriptase activity in LEAP assay, suggesting that Vpr and p21 inhibit ORF2p-mediated reverse transcription. Altogether, our results suggest that viral and host cell cycle regulatory machinery limit L1 mobility in cultured cells."
37114770,PMC10202459,10.7554/eLife.82991,Condensation of LINE-1 is critical for retrotransposition.,"Sil S, Keegan S, Ettefa F, Denes LT, Boeke JD, Holt LJ",2023,Elife,12,,,"LINE-1 (L1) is the only autonomously active retrotransposon in the human genome, and accounts for 17% of the human genome. The L1 mRNA encodes two proteins, ORF1p and ORF2p, both essential for retrotransposition. ORF2p has reverse transcriptase and endonuclease activities, while ORF1p is a homotrimeric RNA-binding protein with poorly understood function. Here, we show that condensation of ORF1p is critical for L1 retrotransposition. Using a combination of biochemical reconstitution and live-cell imaging, we demonstrate that electrostatic interactions and trimer conformational dynamics together tune the properties of ORF1p assemblies to allow for efficient L1 ribonucleoprotein (RNP) complex formation in cells. Furthermore, we relate the dynamics of ORF1p assembly and RNP condensate material properties to the ability to complete the entire retrotransposon life-cycle. Mutations that prevented ORF1p condensation led to loss of retrotransposition activity, while orthogonal restoration of coiled-coil conformational flexibility rescued both condensation and retrotransposition. Based on these observations, we propose that dynamic ORF1p oligomerization on L1 RNA drives the formation of an L1 RNP condensate that is essential for retrotransposition."
37307272,PMC10289378,10.1371/journal.pgen.1010797,Retrotransposon LINE-1 bodies in the cytoplasm of piRNA-deficient mouse spermatocytes: Ribonucleoproteins overcoming the integrated stress response.,"De Luca C, Gupta A, Bortvin A",2023,PLoS Genet,19,6,e1010797,"Transposable elements (TE) are mobile DNA sequences whose excessive proliferation endangers the host. Although animals have evolved robust TE-targeting defenses, including Piwi-interacting (pi)RNAs, retrotransposon LINE-1 (L1) still thrives in humans and mice. To gain insights into L1 endurance, we characterized L1 Bodies (LBs) and ORF1p complexes in germ cells of piRNA-deficient Maelstrom null mice. We report that ORF1p interacts with TE RNAs, genic mRNAs, and stress granule proteins, consistent with earlier studies. We also show that ORF1p associates with the CCR4-NOT deadenylation complex and PRKRA, a Protein Kinase R factor. Despite ORF1p interactions with these negative regulators of RNA expression, the stability and translation of LB-localized mRNAs remain unchanged. To scrutinize these findings, we studied the effects of PRKRA on L1 in cultured cells and showed that it elevates ORF1p levels and L1 retrotransposition. These results suggest that ORF1p-driven condensates promote L1 propagation, without affecting the metabolism of endogenous RNAs."
36542723,PMC9770967,10.1126/sciadv.ade3828,Native holdup (nHU) to measure binding affinities from cell extracts.,"Zambo B, Morlet B, Negroni L, Trave G, Gogl G",2022,Sci Adv,8,51,eade3828,"Characterizing macromolecular interactions is essential for understanding cellular processes, yet most methods currently used to detect protein interactions from cells are qualitative. Here, we introduce the native holdup (nHU) approach to estimate equilibrium binding constants of protein interactions directly from cell extracts. Compared to other pull-down-based assays, nHU requires less sample preparation and can be coupled to any analytical methods as readouts, such as Western blotting or mass spectrometry. We use nHU to explore interactions of SNX27, a cargo adaptor of the retromer complex and find good agreement between in vitro affinities and those measured directly from cell extracts using nHU. We discuss the strengths and limitations of nHU and provide simple protocols that can be implemented in most laboratories."
